TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-04-17 11:46:58.054,1.5312132,0.4080625,0.2888259,1.0795192,0.9268837,0.47337294,0.007957687,0.80632436,1.1076789,0.7105589,0.24015158,1.0838914,1.3285967,0.66209114,0.7255763,1.3770919,0.8245857,0.3494663,0.3216265,1.0099694,698.68134,807.0696,828.4249,683.36993,983.1502,-0.18798828125,0.01239013671875,0.9757080078125,0.657958984375,-5.2337646484375,10.826416015625,1,1.0,1.0,1.0,1.0,55.00
2021-04-17 11:46:58.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-17 11:46:58.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-17 11:46:58.563,1.5312132,0.38861004,0.38844603,1.0795192,0.9268837,0.52843654,0.08273723,0.80632436,1.1076789,0.9618424,0.26761755,1.0838914,1.3285967,0.6191793,0.6729109,1.3770919,0.8245857,0.3129639,0.34535098,1.0099694,646.30035,849.3773,792.96704,632.1978,865.09155,-0.15869140625,-0.03131103515625,0.9906005859375,-6.407623291015625,-10.504913330078125,18.5125732421875,1,1.0,1.0,1.0,1.0,55.00
2021-04-17 11:46:59.070,1.6047486,0.5781477,0.5418014,1.0795192,0.98697495,0.72284067,0.047723085,0.80632436,1.1076789,1.0155351,0.2537777,1.0838914,1.3557559,0.6405554,0.54155505,1.3770919,0.86179775,0.30426657,0.43268088,1.0099694,747.4359,833.2601,826.4103,735.7509,882.4176,-0.17059326171875,-0.04534912109375,0.9827880859375,5.211334228515625,-3.446807861328125,10.99090576171875,1,1.0,1.0,1.0,1.0,55.00
2021-04-17 11:46:59.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-17 11:46:59.577,1.6047486,0.6615929,0.52540725,1.0795192,0.98697495,0.74507374,0.07305398,0.80632436,1.1076789,1.0106977,0.14663032,1.0838914,1.3557559,0.65871227,0.5008327,1.3770919,0.86179775,0.18763039,0.4347349,1.0099694,786.1172,864.68866,817.9487,804.2491,900.9524,-0.1192626953125,-0.001220703125,0.98980712890625,7.49176025390625,-9.85443115234375,1.51031494140625,1,1.0,1.0,1.0,1.0,55.00
2021-04-17 11:47:00.086,1.6047486,0.8246805,0.52540725,1.0795192,0.98697495,0.8846358,0.07305398,0.80632436,1.1076789,0.9525435,0.14663032,1.0838914,1.3557559,0.71326584,0.5008327,1.3770919,0.86179775,0.23107667,0.4347349,1.0099694,739.3773,832.4542,810.293,696.26373,833.2601,-0.0574951171875,0.02130126953125,1.00482177734375,4.568328857421875,-8.172149658203125,2.385101318359375,1,1.0,1.0,1.0,1.0,55.00
2021-04-17 11:47:00.605,1.6047486,0.87648314,0.8750392,1.0795192,0.98697495,0.8891905,1.0700127,0.80632436,1.1076789,0.8830659,0.62802136,1.0838914,1.3557559,0.7091816,0.7373668,1.3770919,0.86179775,0.24944617,0.20507474,1.0099694,719.6337,817.1429,774.83514,683.7729,826.8132,-0.05621337890625,0.04443359375,1.014892578125,7.25250244140625,-7.140350341796875,-1.757049560546875,1,1.0,1.0,1.0,1.0,55.00
2021-04-17 11:47:00.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
