TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-03-28 17:06:55.664,0.0,0.0,0.013427475,0.0,0.0,0.0,0.19288424,0.0,0.0,0.0,0.27104703,0.0,0.0,0.0,0.3359318,0.0,0.0,0.0,-0.30989888,0.0,822.381,73.333336,801.4286,699.89014,658.3883,-0.16363525390625,0.0394287109375,0.99444580078125,5.03936767578125,-6.08612060546875,1.06170654296875,1,2.0,2.0,1.0,2.0,100.00
2021-03-28 17:06:55.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-03-28 17:06:56.172,0.0,0.0,0.1922415,0.0,0.0,0.0,0.09158348,0.0,0.0,0.0,0.26017958,0.0,0.0,0.0,0.21540838,0.0,0.0,0.0,-0.28271317,0.0,878.3883,0.0,796.99634,814.7253,850.58606,-0.16253662109375,0.0384521484375,0.9910888671875,5.016937255859375,-5.24871826171875,1.15142822265625,1,2.0,2.0,1.0,2.0,100.00
2021-03-28 17:06:56.683,0.0,0.0,0.33351547,0.0,0.0,0.0,0.109891504,0.0,0.0,0.0,0.639585,0.0,0.0,0.0,0.17505696,0.0,0.0,0.0,-0.22012074,0.0,781.685,597.5458,827.2161,877.1795,790.54944,-0.15740966796875,0.046142578125,0.9866943359375,5.914154052734375,-4.762725830078125,1.57012939453125,1,2.0,2.0,1.0,2.0,100.00
2021-03-28 17:06:57.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-03-28 17:06:57.197,0.0,0.0,0.38101614,0.0,0.0,0.0,0.20138344,0.0,0.0,0.0,0.6470429,0.0,0.0,0.0,0.20950992,0.0,0.0,0.0,-0.18569332,0.0,772.4176,571.75824,809.0842,863.8828,780.07324,-0.17462158203125,0.035888671875,0.99322509765625,3.8580322265625,-0.067291259765625,-3.686065673828125,1,2.0,2.0,1.0,2.0,100.00
2021-03-28 17:06:57.713,0.0,0.0,0.657149,0.0,0.0,0.0,0.49188718,0.0,0.0,0.0,0.707399,0.0,0.0,0.0,0.26392305,0.0,0.0,0.0,-0.14557269,0.0,860.65936,637.4359,831.2454,837.28937,801.02563,-0.3929443359375,7.9345703125E-4,0.91058349609375,18.06396484375,13.166656494140625,-1.188812255859375,1,2.0,2.0,1.0,2.0,100.00
2021-03-28 17:06:57.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-03-28 17:06:58.239,0.0,0.0,0.7425775,0.0,0.0,0.0,0.59763694,0.0,0.0,0.0,0.61276084,0.0,0.0,0.0,0.29804036,0.0,0.0,0.0,-0.15072843,0.0,821.5751,36.263737,783.69965,734.5421,668.86444,-0.2781982421875,0.24786376953125,0.9259033203125,22.034149169921875,-26.75201416015625,-22.191162109375,1,2.0,2.0,1.0,2.0,100.00
2021-03-28 17:06:58.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
